"strIdPl","strIdLo","strYear","numJulFl"
"ALATBTP0","BDC02",2016,194
"CAQUBTP0","AWC21",1998,180
"CAQUBTP0","AWC15",2012,-999.9
"CPRABIN2","BWE17",1996,0
"CSTABTP0","BWE01",1997,192
"CSTABTP0","BWC02",2014,-999.9
"CSTABTP0","BWC20",2014,0
"DFISBTP0","BWE11",2013,0
"DFISBTP0","BWE23",2013,-999.9
"DFISBTP0","BWE13",2016,201
"DLAPBIN2","ADC05",1998,0
"DLAPBTP0","ADE08",2007,183
"DLAPBIN1","ADC20",2008,178
"DLAPBIN3","ADE05",2008,175
"DLAPBIN1","ADE08",2008,175
"DLAPBIN2","ADE10",2008,175
"DLAPBTP0","ADC05",2010,180
"DLAPBTP0","ADC11",2011,-999.9
"DLAPBTP0","ADC03",2015,176
"DLAPBTP0","ADE24",2015,165
"EANGBTP0","AWC12",2011,0
"EANGBTP0","AWE20",2019,0
"ETRIBTP0","BWC06",2019,0
"HALPBTP0","ADE03",2010,186
"HALPBTP0","ADC14",2012,175
"HALPBTP0","ADC24",2013,0
"HALPBTP0","ADE02",2013,181
"HALPBTP0","ADC14",2015,176
"HALPBTP0","ADC06",2016,179
"HALPBTP0","ADE04",2017,0
"JBIGBIN1","BWE03",1997,204
"LARCBTP0","BDE15",2011,0
"LCONBTP0","ADE03",2008,175
"LCONBTP0","ADE03",2011,197
"LCONBTP0","ADE19",2012,182
"LCONBTP0","ADC14",2015,165
"LCONBTP0","ADE19",2015,176
"LCONBTP0","ADC06",2016,174
"LCONBTP0","ADE11",2016,-999.9
"LCONBTP0","ADE13",2018,-999.9
"LCONBTP0","ADC24",2019,-999.9
"LPALBTP0","ADE02",2007,183
"LPALBTP0","ADC05",2012,181
"LPALBTP0","ADC09",2016,0
"LPALBTP0","ADC24",2016,164
"LPALBTP0","ADC02",2018,192
"PARCBTP0","BDE15",2016,189
"PHYPBTP0","BDE04",2011,0
"PHYPBTP0","BDE02",2015,0
"PHYPBTP0","BDE02",2016,-999.9
"PHYPBTP0","BDE11",2017,190
"SHIEBIN5","BWC18",1998,-999.9
"SHIEBTP0","BWC06",2017,200
"SLAEBIN2","BWE16",1997,0
"SLAEBTP0","BWC24",2010,0
"SLAEBTP0","BWE04",2012,0
"SLAEBTP0","BDC06",2015,-999.9
"SROTFIN1","BDC01",1997,186
"SROTFIN2","BDC01",1997,186
"SROTFIN3","BDC01",1997,186
"SROTFTP0","BDC01",1997,183
"SROTFIN2","BDC02",1997,186
"SROTFTP0","BDC02",1997,180
"SROTFIN3","BDC20",1999,181
"SROTFTP0","BDC02",2010,-999.9
"SROTFTP0","BDC02",2011,171
"SROTFTP0","BDE01",2015,162
"SROTFTP0","BDE20",2016,178
"SROTMTP0","BDC02",2010,-999.9
"SROTMTP0","BDC02",2011,171
"SROTMTP0","BDC18",2013,-999.9
"SROTMTP0","BDE01",2015,162
"TSPIBTP0","ADC02",2016,0
"VVITBIN2","ADE20",1998,0
"VVITBIN3","ADC15",1999,195
"VVITBIN3","ADE10",1999,0
"VVITBIN2","ADE14",1999,0
"VVITBIN1","ADE16",1999,0
"VVITBTP0","ADE14",2007,190
"VVITBTP0","ADC14",2014,193
"VVITBTP0","ADE10",2015,176
"VVITBTP0","ADE04",2016,182
"VVITBTP0","ADE09",2017,205
"VVITBTP0","ADE17",2019,190
"AALPBTP0","BDC02",1994,209
"AALPBTP0","BDC19",1994,0
"AALPBTP0","BDE03",1994,0
"AALPBTP0","BDE05",1994,206
"AALPBTP0","BDE06",1994,219
"AALPBTP0","BDE07",1994,202
"AALPBTP0","BDC02",1995,214
"AALPBTP0","BDE03",1995,223
"AALPBTP0","BDE05",1995,207
"AALPBTP0","BDE06",1995,223
"AALPBTP0","BDE07",1995,211
"AALPBIN1","BWE12",1995,0
"AALPBTP0","BWE12",1995,0
"AALPBTP0","BDC02",1996,200
"AALPBTP0","BDE04",1996,0
"AALPBTP0","BDE05",1996,186
"AALPBTP0","BDE06",1996,183
"AALPBTP0","BDE07",1996,189
"AALPBIN1","BWE12",1996,0
"AALPBIN2","BWE12",1996,0
"AALPBTP0","BWE12",1996,0
"AALPBIN1","BDC02",1997,206
"AALPBIN2","BDC02",1997,206
"AALPBIN3","BDC02",1997,206
"AALPBTP0","BDC02",1997,206
"AALPBIN1","BDE03",1997,0
"AALPBIN2","BDE03",1997,0
"AALPBIN3","BDE03",1997,0
"AALPBTP0","BDE03",1997,0
"AALPBIN1","BDE05",1997,206
"AALPBIN2","BDE05",1997,198
"AALPBIN3","BDE05",1997,195
"AALPBTP0","BDE05",1997,-999.9
"AALPBIN1","BDE06",1997,0
"AALPBIN2","BDE06",1997,0
"AALPBIN3","BDE06",1997,195
"AALPBTP0","BDE06",1997,195
"AALPBIN1","BDE07",1997,0
"AALPBIN2","BDE07",1997,0
"AALPBIN3","BDE07",1997,200
"AALPBTP0","BDE07",1997,200
"AALPBIN1","BDE09",1997,195
"AALPBIN2","BDE09",1997,0
"AALPBTP0","BDE09",1997,195
"AALPBIN1","BDE11",1997,0
"AALPBIN2","BDE11",1997,0
"AALPBTP0","BDE11",1997,0
"AALPBIN1","BWE10",1997,204
"AALPBIN2","BWE10",1997,207
"AALPBTP0","BWE10",1997,204
"AALPBIN1","BWE12",1997,0
"AALPBIN2","BWE12",1997,0
"AALPBTP0","BWE12",1997,0
"AALPBIN1","BDC02",1998,-999.9
"AALPBIN2","BDC02",1998,208
"AALPBIN3","BDC02",1998,208
"AALPBTP0","BDC02",1998,195
"AALPBIN1","BDE03",1998,0
"AALPBIN2","BDE03",1998,0
"AALPBIN3","BDE03",1998,187
"AALPBTP0","BDE03",1998,187
"AALPBIN1","BDE05",1998,0
"AALPBIN2","BDE05",1998,0
"AALPBIN3","BDE05",1998,0
"AALPBTP0","BDE05",1998,187
"AALPBIN1","BDE06",1998,0
"AALPBIN2","BDE06",1998,0
"AALPBIN3","BDE06",1998,-999.9
"AALPBTP0","BDE06",1998,187
"AALPBIN1","BDE07",1998,0
"AALPBIN2","BDE07",1998,0
"AALPBIN3","BDE07",1998,190
"AALPBTP0","BDE07",1998,190
"AALPBIN1","BDE09",1998,0
"AALPBIN2","BDE09",1998,0
"AALPBIN3","BDE09",1998,0
"AALPBTP0","BDE09",1998,195
"AALPBIN1","BDE11",1998,0
"AALPBIN2","BDE11",1998,0
"AALPBTP0","BDE11",1998,0
"AALPBIN1","BWE10",1998,0
"AALPBIN2","BWE10",1998,0
"AALPBTP0","BWE10",1998,195
"AALPBIN1","BWE12",1998,0
"AALPBIN2","BWE12",1998,0
"AALPBTP0","BWE12",1998,0
"AALPBIN1","BDC02",1999,0
"AALPBIN2","BDC02",1999,0
"AALPBIN3","BDC02",1999,210
"AALPBIN4","BDC02",1999,-999.9
"AALPBIN5","BDC02",1999,-999.9
"AALPBTP0","BDC02",1999,210
"AALPBIN1","BDC05",1999,203
"AALPBTP0","BDC05",1999,203
"AALPBTP0","BDC19",1999,0
"AALPBIN1","BDE03",1999,0
"AALPBIN2","BDE03",1999,0
"AALPBIN3","BDE03",1999,0
"AALPBIN4","BDE03",1999,0
"AALPBIN5","BDE03",1999,-999.9
"AALPBTP0","BDE03",1999,200
"AALPBIN1","BDE05",1999,0
"AALPBIN2","BDE05",1999,0
"AALPBIN3","BDE05",1999,203
"AALPBIN4","BDE05",1999,-999.9
"AALPBIN5","BDE05",1999,-999.9
"AALPBTP0","BDE05",1999,195
"AALPBIN1","BDE06",1999,210
"AALPBIN2","BDE06",1999,0
"AALPBIN3","BDE06",1999,0
"AALPBIN4","BDE06",1999,-999.9
"AALPBTP0","BDE06",1999,196
"AALPBIN1","BDE07",1999,0
"AALPBIN2","BDE07",1999,0
"AALPBIN3","BDE07",1999,0
"AALPBIN4","BDE07",1999,-999.9
"AALPBTP0","BDE07",1999,200
"AALPBIN1","BDE09",1999,0
"AALPBIN2","BDE09",1999,0
"AALPBIN3","BDE09",1999,0
"AALPBTP0","BDE09",1999,197
"AALPBTP0","BDE10",1999,-999.9
"AALPBTP0","BDE11",1999,0
"AALPBIN1","BWE10",1999,207
"AALPBIN2","BWE10",1999,0
"AALPBIN3","BWE10",1999,210
"AALPBTP0","BWE10",1999,207
"AALPBIN1","BWE12",1999,0
"AALPBIN2","BWE12",1999,0
"AALPBIN3","BWE12",1999,218
"AALPBTP0","BWE12",1999,218
"AALPBIN3","BDC02",2000,0
"AALPBIN4","BDC02",2000,0
"AALPBIN5","BDC02",2000,216
"AALPBTP0","BDC02",2000,209
"AALPBIN1","BDC05",2000,0
"AALPBIN2","BDC05",2000,216
"AALPBTP0","BDC05",2000,216
"AALPBIN3","BDE03",2000,209
"AALPBIN4","BDE03",2000,0
"AALPBIN6","BDE03",2000,209
"AALPBTP0","BDE03",2000,209
"AALPBIN3","BDE05",2000,211
"AALPBIN4","BDE05",2000,0
"AALPBIN5","BDE05",2000,0
"AALPBTP0","BDE05",2000,206
"AALPBIN1","BDE06",2000,216
"AALPBIN3","BDE06",2000,213
"AALPBIN4","BDE06",2000,211
"AALPBTP0","BDE06",2000,206
"AALPBIN2","BDE07",2000,0
"AALPBIN3","BDE07",2000,216
"AALPBIN4","BDE07",2000,206
"AALPBTP0","BDE07",2000,206
"AALPBIN1","BDE09",2000,0
"AALPBIN2","BDE09",2000,0
"AALPBIN3","BDE09",2000,0
"AALPBTP0","BDE09",2000,206
"AALPBIN1","BWE10",2000,0
"AALPBIN2","BWE10",2000,0
"AALPBIN3","BWE10",2000,0
"AALPBTP0","BWE10",2000,0
"AALPBIN1","BWE12",2000,216
"AALPBIN2","BWE12",2000,0
"AALPBIN3","BWE12",2000,216
"AALPBIN4","BWE12",2000,-999.9
"AALPBTP0","BWE12",2000,216
"AALPBTP0","BDC02",2007,197
"AALPBTP0","BDC05",2007,197
"AALPBTP0","BDC07",2007,197
"AALPBTP0","BDE03",2007,205
"AALPBTP0","BDE04",2007,205
"AALPBTP0","BDE05",2007,-999.9
"AALPBTP0","BDE06",2007,190
"AALPBTP0","BDE07",2007,-999.9
"AALPBTP0","BDE09",2007,197
"AALPBTP0","BWE12",2007,197
"AALPBIN3","BDC02",2008,0
"AALPBIN4","BDC02",2008,203
"AALPBIN5","BDC02",2008,205
"AALPBTP0","BDC02",2008,203
"AALPBIN3","BDC05",2008,0
"AALPBIN4","BDC05",2008,203
"AALPBIN5","BDC05",2008,203
"AALPBTP0","BDC05",2008,203
"AALPBIN1","BDC07",2008,0
"AALPBTP0","BDC07",2008,-999.9
"AALPBIN7","BDE03",2008,0
"AALPBTP0","BDE03",2008,203
"AALPBIN3","BDE04",2008,0
"AALPBIN4","BDE04",2008,203
"AALPBTP0","BDE04",2008,203
"AALPBIN4","BDE05",2008,203
"AALPBIN6","BDE05",2008,0
"AALPBIN7","BDE05",2008,203
"AALPBTP0","BDE05",2008,203
"AALPBIN3","BDE06",2008,0
"AALPBIN5","BDE06",2008,203
"AALPBIN6","BDE06",2008,0
"AALPBTP0","BDE06",2008,203
"AALPBIN2","BDE07",2008,182
"AALPBIN3","BDE07",2008,0
"AALPBIN5","BDE07",2008,0
"AALPBTP0","BDE07",2008,182
"AALPBIN4","BDE09",2008,0
"AALPBIN5","BDE09",2008,0
"AALPBTP0","BDE09",2008,203
"AALPBIN1","BWE10",2008,0
"AALPBTP0","BWE10",2008,0
"AALPBTP0","BWE12",2008,0
"AALPBTP0","BDC02",2010,209
"AALPBTP0","BDC05",2010,209
"AALPBTP0","BDC07",2010,-999.9
"AALPBTP0","BDE03",2010,209
"AALPBTP0","BDE05",2010,-999.9
"AALPBTP0","BDE06",2010,-999.9
"AALPBTP0","BDE07",2010,-999.9
"AALPBTP0","BDE09",2010,201
"AALPBTP0","BWE12",2010,-999.9
"AALPBTP0","BDC02",2011,192
"AALPBTP0","BDC05",2011,199
"AALPBTP0","BDC07",2011,-999.9
"AALPBTP0","BDE03",2011,-999.9
"AALPBTP0","BDE05",2011,192
"AALPBTP0","BDE06",2011,-999.9
"AALPBTP0","BDE07",2011,199
"AALPBTP0","BDE09",2011,199
"AALPBTP0","BDC01",2012,0
"AALPBTP0","BDC02",2012,-999.9
"AALPBTP0","BDC03",2012,0
"AALPBTP0","BDC04",2012,0
"AALPBTP0","BDC05",2012,192
"AALPBTP0","BDC06",2012,0
"AALPBTP0","BDC07",2012,-999.9
"AALPBTP0","BDC08",2012,0
"AALPBTP0","BDC09",2012,0
"AALPBTP0","BDC10",2012,0
"AALPBTP0","BDC11",2012,0
"AALPBTP0","BDC12",2012,0
"AALPBTP0","BDC13",2012,0
"AALPBTP0","BDC14",2012,0
"AALPBTP0","BDC15",2012,0
"AALPBTP0","BDC16",2012,0
"AALPBTP0","BDC17",2012,0
"AALPBTP0","BDC18",2012,0
"AALPBTP0","BDC19",2012,0
"AALPBTP0","BDC20",2012,0
"AALPBTP0","BDC21",2012,0
"AALPBTP0","BDC22",2012,0
"AALPBTP0","BDC23",2012,0
"AALPBTP0","BDC24",2012,0
"AALPBTP0","BDE01",2012,0
"AALPBTP0","BDE02",2012,0
"AALPBTP0","BDE03",2012,192
"AALPBTP0","BDE04",2012,0
"AALPBTP0","BDE05",2012,192
"AALPBTP0","BDE06",2012,-999.9
"AALPBTP0","BDE07",2012,-999.9
"AALPBTP0","BDE08",2012,0
"AALPBTP0","BDE09",2012,0
"AALPBTP0","BDE10",2012,0
"AALPBTP0","BDE11",2012,0
"AALPBTP0","BDE12",2012,0
"AALPBTP0","BDE13",2012,0
"AALPBTP0","BDE14",2012,0
"AALPBTP0","BDE15",2012,0
"AALPBTP0","BDE16",2012,0
"AALPBTP0","BDE17",2012,0
"AALPBTP0","BDE18",2012,0
"AALPBTP0","BDE19",2012,0
"AALPBTP0","BDE20",2012,0
"AALPBTP0","BDE21",2012,0
"AALPBTP0","BDE22",2012,0
"AALPBTP0","BDE23",2012,0
"AALPBTP0","BDE24",2012,0
"AALPBTP0","BDC01",2013,0
"AALPBTP0","BDC02",2013,-999.9
"AALPBTP0","BDC03",2013,0
"AALPBTP0","BDC04",2013,0
"AALPBTP0","BDC05",2013,-999.9
"AALPBTP0","BDC06",2013,207
"AALPBTP0","BDC07",2013,198
"AALPBTP0","BDC08",2013,0
"AALPBTP0","BDC09",2013,0
"AALPBTP0","BDC10",2013,0
"AALPBTP0","BDC11",2013,0
"AALPBTP0","BDC12",2013,0
"AALPBTP0","BDC13",2013,0
"AALPBTP0","BDC14",2013,0
"AALPBTP0","BDC15",2013,0
"AALPBTP0","BDC16",2013,0
"AALPBTP0","BDC17",2013,0
"AALPBTP0","BDC18",2013,0
"AALPBTP0","BDC19",2013,0
"AALPBTP0","BDC20",2013,0
"AALPBTP0","BDC21",2013,0
"AALPBTP0","BDC22",2013,0
"AALPBTP0","BDC23",2013,0
"AALPBTP0","BDC24",2013,0
"AALPBTP0","BDE01",2013,0
"AALPBTP0","BDE02",2013,0
"AALPBTP0","BDE03",2013,198
"AALPBTP0","BDE04",2013,0
"AALPBTP0","BDE05",2013,188
"AALPBTP0","BDE06",2013,192
"AALPBTP0","BDE07",2013,192
"AALPBTP0","BDE08",2013,0
"AALPBTP0","BDE09",2013,0
"AALPBTP0","BDE10",2013,0
"AALPBTP0","BDE11",2013,0
"AALPBTP0","BDE12",2013,0
"AALPBTP0","BDE13",2013,0
"AALPBTP0","BDE14",2013,0
"AALPBTP0","BDE15",2013,0
"AALPBTP0","BDE16",2013,0
"AALPBTP0","BDE17",2013,0
"AALPBTP0","BDE18",2013,0
"AALPBTP0","BDE19",2013,0
"AALPBTP0","BDE20",2013,0
"AALPBTP0","BDE21",2013,0
"AALPBTP0","BDE22",2013,0
"AALPBTP0","BDE23",2013,0
"AALPBTP0","BDE24",2013,0
"AALPBTP0","BWE10",2013,192
"AALPBTP0","BDC01",2014,0
"AALPBTP0","BDC02",2014,215
"AALPBTP0","BDC03",2014,0
"AALPBTP0","BDC04",2014,0
"AALPBTP0","BDC05",2014,0
"AALPBTP0","BDC06",2014,0
"AALPBTP0","BDC07",2014,218
"AALPBTP0","BDC08",2014,0
"AALPBTP0","BDC09",2014,0
"AALPBTP0","BDC10",2014,0
"AALPBTP0","BDC11",2014,0
"AALPBTP0","BDC12",2014,0
"AALPBTP0","BDC13",2014,0
"AALPBTP0","BDC14",2014,0
"AALPBTP0","BDC15",2014,0
"AALPBTP0","BDC16",2014,0
"AALPBTP0","BDC17",2014,0
"AALPBTP0","BDC18",2014,0
"AALPBTP0","BDC19",2014,0
"AALPBTP0","BDC20",2014,0
"AALPBTP0","BDC21",2014,0
"AALPBTP0","BDC22",2014,0
"AALPBTP0","BDC23",2014,0
"AALPBTP0","BDC24",2014,0
"AALPBTP0","BDE01",2014,0
"AALPBTP0","BDE02",2014,0
"AALPBTP0","BDE03",2014,218
"AALPBTP0","BDE04",2014,0
"AALPBTP0","BDE05",2014,218
"AALPBTP0","BDE06",2014,-999.9
"AALPBTP0","BDE07",2014,-999.9
"AALPBTP0","BDE08",2014,0
"AALPBTP0","BDE09",2014,-999.9
"AALPBTP0","BDE10",2014,0
"AALPBTP0","BDE11",2014,0
"AALPBTP0","BDE12",2014,0
"AALPBTP0","BDE13",2014,0
"AALPBTP0","BDE14",2014,0
"AALPBTP0","BDE15",2014,0
"AALPBTP0","BDE16",2014,0
"AALPBTP0","BDE17",2014,0
"AALPBTP0","BDE18",2014,0
"AALPBTP0","BDE19",2014,0
"AALPBTP0","BDE20",2014,0
"AALPBTP0","BDE21",2014,0
"AALPBTP0","BDE22",2014,0
"AALPBTP0","BDE23",2014,0
"AALPBTP0","BDE24",2014,0
"AALPBTP0","BWC01",2014,0
"AALPBTP0","BWC02",2014,0
"AALPBTP0","BWC03",2014,0
"AALPBTP0","BWC04",2014,0
"AALPBTP0","BWC05",2014,0
"AALPBTP0","BWC06",2014,0
"AALPBTP0","BWC07",2014,0
"AALPBTP0","BWC08",2014,0
"AALPBTP0","BWC09",2014,0
"AALPBTP0","BWC10",2014,0
"AALPBTP0","BWC11",2014,0
"AALPBTP0","BWC12",2014,0
"AALPBTP0","BWC13",2014,0
"AALPBTP0","BWC14",2014,0
"AALPBTP0","BWC15",2014,0
"AALPBTP0","BWC16",2014,0
"AALPBTP0","BWC17",2014,0
"AALPBTP0","BWC18",2014,0
"AALPBTP0","BWC19",2014,0
"AALPBTP0","BWC20",2014,0
"AALPBTP0","BWC21",2014,0
"AALPBTP0","BWC22",2014,0
"AALPBTP0","BWC23",2014,0
"AALPBTP0","BWC24",2014,0
"AALPBTP0","BWE01",2014,0
"AALPBTP0","BWE02",2014,0
"AALPBTP0","BWE03",2014,0
"AALPBTP0","BWE04",2014,0
"AALPBTP0","BWE05",2014,0
"AALPBTP0","BWE06",2014,0
"AALPBTP0","BWE07",2014,0
"AALPBTP0","BWE08",2014,0
"AALPBTP0","BWE09",2014,0
"AALPBTP0","BWE10",2014,0
"AALPBTP0","BWE11",2014,0
"AALPBTP0","BWE12",2014,0
"AALPBTP0","BWE13",2014,0
"AALPBTP0","BWE14",2014,0
"AALPBTP0","BWE15",2014,0
"AALPBTP0","BWE16",2014,0
"AALPBTP0","BWE17",2014,0
"AALPBTP0","BWE18",2014,0
"AALPBTP0","BWE19",2014,0
"AALPBTP0","BWE20",2014,0
"AALPBTP0","BWE21",2014,0
"AALPBTP0","BWE22",2014,0
"AALPBTP0","BWE23",2014,0
"AALPBTP0","BWE24",2014,0
"AALPBTP0","BDC01",2015,0
"AALPBTP0","BDC02",2015,181
"AALPBTP0","BDC03",2015,0
"AALPBTP0","BDC04",2015,0
"AALPBTP0","BDC05",2015,0
"AALPBTP0","BDC06",2015,0
"AALPBTP0","BDC07",2015,183
"AALPBTP0","BDC08",2015,0
"AALPBTP0","BDC09",2015,0
"AALPBTP0","BDC10",2015,0
"AALPBTP0","BDC11",2015,0
"AALPBTP0","BDC12",2015,0
"AALPBTP0","BDC13",2015,0
"AALPBTP0","BDC14",2015,0
"AALPBTP0","BDC15",2015,0
"AALPBTP0","BDC16",2015,0
"AALPBTP0","BDC17",2015,0
"AALPBTP0","BDC18",2015,0
"AALPBTP0","BDC19",2015,0
"AALPBTP0","BDC20",2015,0
"AALPBTP0","BDC21",2015,0
"AALPBTP0","BDC22",2015,0
"AALPBTP0","BDC23",2015,0
"AALPBTP0","BDC24",2015,0
"AALPBTP0","BDE01",2015,0
"AALPBTP0","BDE02",2015,0
"AALPBTP0","BDE03",2015,182
"AALPBTP0","BDE04",2015,0
"AALPBTP0","BDE05",2015,175
"AALPBTP0","BDE06",2015,181
"AALPBTP0","BDE07",2015,182
"AALPBTP0","BDE08",2015,0
"AALPBTP0","BDE09",2015,183
"AALPBTP0","BDE10",2015,0
"AALPBTP0","BDE11",2015,0
"AALPBTP0","BDE12",2015,0
"AALPBTP0","BDE13",2015,0
"AALPBTP0","BDE14",2015,0
"AALPBTP0","BDE15",2015,0
"AALPBTP0","BDE16",2015,0
"AALPBTP0","BDE17",2015,0
"AALPBTP0","BDE18",2015,0
"AALPBTP0","BDE19",2015,0
"AALPBTP0","BDE20",2015,0
"AALPBTP0","BDE21",2015,0
"AALPBTP0","BDE22",2015,0
"AALPBTP0","BDE23",2015,0
"AALPBTP0","BDE24",2015,0
"AALPBTP0","BWC01",2015,0
"AALPBTP0","BWC02",2015,0
"AALPBTP0","BWC03",2015,0
"AALPBTP0","BWC04",2015,0
"AALPBTP0","BWC05",2015,0
"AALPBTP0","BWC06",2015,0
"AALPBTP0","BWC07",2015,0
"AALPBTP0","BWC08",2015,0
"AALPBTP0","BWC09",2015,0
"AALPBTP0","BWC10",2015,0
"AALPBTP0","BWC11",2015,0
"AALPBTP0","BWC12",2015,0
"AALPBTP0","BWC13",2015,0
"AALPBTP0","BWC14",2015,0
"AALPBTP0","BWC15",2015,0
"AALPBTP0","BWC16",2015,0
"AALPBTP0","BWC17",2015,0
"AALPBTP0","BWC18",2015,0
"AALPBTP0","BWC19",2015,0
"AALPBTP0","BWC20",2015,0
"AALPBTP0","BWC21",2015,0
"AALPBTP0","BWC22",2015,0
"AALPBTP0","BWC23",2015,0
"AALPBTP0","BWC24",2015,0
"AALPBTP0","BWE01",2015,0
"AALPBTP0","BWE02",2015,0
"AALPBTP0","BWE03",2015,0
"AALPBTP0","BWE04",2015,0
"AALPBTP0","BWE05",2015,0
"AALPBTP0","BWE06",2015,0
"AALPBTP0","BWE07",2015,0
"AALPBTP0","BWE08",2015,0
"AALPBTP0","BWE09",2015,0
"AALPBTP0","BWE10",2015,0
"AALPBTP0","BWE11",2015,0
"AALPBTP0","BWE12",2015,192
"AALPBTP0","BWE13",2015,0
"AALPBTP0","BWE14",2015,0
"AALPBTP0","BWE15",2015,0
"AALPBTP0","BWE16",2015,0
"AALPBTP0","BWE17",2015,0
"AALPBTP0","BWE18",2015,0
"AALPBTP0","BWE19",2015,0
"AALPBTP0","BWE20",2015,0
"AALPBTP0","BWE21",2015,0
"AALPBTP0","BWE22",2015,0
"AALPBTP0","BWE23",2015,0
"AALPBTP0","BWE24",2015,0
"AALPBTP0","BDC02",2016,194
"AALPBTP0","BDC05",2016,-999.9
"AALPBTP0","BDC06",2016,0
"AALPBTP0","BDC07",2016,-999.9
"AALPBTP0","BDE03",2016,194
"AALPBTP0","BDE05",2016,189
"AALPBTP0","BDE06",2016,-999.9
"AALPBTP0","BDE07",2016,-999.9
"AALPBTP0","BDE09",2016,-999.9
"AALPBTP0","BDE13",2016,0
"AALPBTP0","BDC01",2017,0
"AALPBTP0","BDC02",2017,200
"AALPBTP0","BDC03",2017,0
"AALPBTP0","BDC04",2017,0
"AALPBTP0","BDC05",2017,0
"AALPBTP0","BDC06",2017,209
"AALPBTP0","BDC07",2017,202
"AALPBTP0","BDC08",2017,0
"AALPBTP0","BDC09",2017,0
"AALPBTP0","BDC10",2017,0
"AALPBTP0","BDC11",2017,0
"AALPBTP0","BDC12",2017,0
"AALPBTP0","BDC13",2017,0
"AALPBTP0","BDC14",2017,0
"AALPBTP0","BDC15",2017,0
"AALPBTP0","BDC16",2017,0
"AALPBTP0","BDC17",2017,0
"AALPBTP0","BDC18",2017,0
"AALPBTP0","BDC19",2017,0
"AALPBTP0","BDC20",2017,0
"AALPBTP0","BDC21",2017,0
"AALPBTP0","BDC22",2017,205
"AALPBTP0","BDC23",2017,0
"AALPBTP0","BDC24",2017,0
"AALPBTP0","BDE01",2017,0
"AALPBTP0","BDE02",2017,0
"AALPBTP0","BDE03",2017,202
"AALPBTP0","BDE04",2017,0
"AALPBTP0","BDE05",2017,196
"AALPBTP0","BDE06",2017,200
"AALPBTP0","BDE07",2017,200
"AALPBTP0","BDE08",2017,202
"AALPBTP0","BDE09",2017,-999.9
"AALPBTP0","BDE10",2017,0
"AALPBTP0","BDE11",2017,0
"AALPBTP0","BDE12",2017,0
"AALPBTP0","BDE13",2017,0
"AALPBTP0","BDE14",2017,0
"AALPBTP0","BDE15",2017,0
"AALPBTP0","BDE16",2017,0
"AALPBTP0","BDE17",2017,0
"AALPBTP0","BDE18",2017,0
"AALPBTP0","BDE19",2017,0
"AALPBTP0","BDE20",2017,0
"AALPBTP0","BDE21",2017,0
"AALPBTP0","BDE22",2017,0
"AALPBTP0","BDE23",2017,0
"AALPBTP0","BDE24",2017,0
"AALPBTP0","BWC01",2017,0
"AALPBTP0","BWC02",2017,0
"AALPBTP0","BWC03",2017,0
"AALPBTP0","BWC04",2017,0
"AALPBTP0","BWC05",2017,0
"AALPBTP0","BWC06",2017,0
"AALPBTP0","BWC07",2017,0
"AALPBTP0","BWC08",2017,0
"AALPBTP0","BWC09",2017,0
"AALPBTP0","BWC10",2017,0
"AALPBTP0","BWC11",2017,0
"AALPBTP0","BWC12",2017,0
"AALPBTP0","BWC13",2017,0
"AALPBTP0","BWC14",2017,0
"AALPBTP0","BWC15",2017,0
"AALPBTP0","BWC16",2017,0
"AALPBTP0","BWC17",2017,0
"AALPBTP0","BWC18",2017,0
"AALPBTP0","BWC19",2017,0
"AALPBTP0","BWC20",2017,0
"AALPBTP0","BWC21",2017,0
"AALPBTP0","BWC22",2017,0
"AALPBTP0","BWC23",2017,0
"AALPBTP0","BWC24",2017,0
"AALPBTP0","BWE01",2017,0
"AALPBTP0","BWE02",2017,0
"AALPBTP0","BWE03",2017,0
"AALPBTP0","BWE04",2017,0
"AALPBTP0","BWE05",2017,0
"AALPBTP0","BWE06",2017,0
"AALPBTP0","BWE07",2017,0
"AALPBTP0","BWE08",2017,0
"AALPBTP0","BWE09",2017,0
"AALPBTP0","BWE10",2017,0
"AALPBTP0","BWE11",2017,0
"AALPBTP0","BWE12",2017,0
"AALPBTP0","BWE13",2017,0
"AALPBTP0","BWE14",2017,0
"AALPBTP0","BWE15",2017,0
"AALPBTP0","BWE16",2017,0
"AALPBTP0","BWE17",2017,0
"AALPBTP0","BWE18",2017,0
"AALPBTP0","BWE19",2017,0
"AALPBTP0","BWE20",2017,0
"AALPBTP0","BWE21",2017,0
"AALPBTP0","BWE22",2017,0
"AALPBTP0","BWE23",2017,0
"AALPBTP0","BWE24",2017,0
"AALPBTP0","BDC01",2018,222
"AALPBTP0","BDC02",2018,211
"AALPBTP0","BDC05",2018,0
"AALPBTP0","BDC06",2018,0
"AALPBTP0","BDC07",2018,211
"AALPBTP0","BDC22",2018,0
"AALPBTP0","BDE03",2018,215
"AALPBTP0","BDE05",2018,215
"AALPBTP0","BDE06",2018,-999.9
"AALPBTP0","BDE07",2018,211
"AALPBTP0","BDE08",2018,0
"AALPBTP0","BDE09",2018,211
"AALPBTP0","BDE13",2018,0
"AALPBTP0","BDC01",2019,-999.9
"AALPBTP0","BDC02",2019,191
"AALPBTP0","BDC05",2019,0
"AALPBTP0","BDC06",2019,0
"AALPBTP0","BDC07",2019,-999.9
"AALPBTP0","BDC22",2019,-999.9
